date,datetime,cash_type,card,money,coffee_name
2024-09-02,2024-09-02 14:58:47.143,card,566,27.92,Americano with Milk
2024-09-02,2024-09-02 20:09:43.923,card,567,32.82,Cappuccino
2024-09-02,2024-09-02 20:11:17.936,card,179,32.82,Cocoa
2024-09-02,2024-09-02 20:52:31.984,card,568,23.02,Americano
2024-09-02,2024-09-02 20:53:29.090,card,568,23.02,Americano
2024-09-03,2024-09-03 08:22:15.368,card,569,32.82,Cocoa
2024-09-03,2024-09-03 08:28:12.430,card,168,32.82,Cappuccino
2024-09-03,2024-09-03 08:41:11.698,card,570,32.82,Latte
2024-09-03,2024-09-03 09:03:12.473,card,571,27.92,Americano with Milk
2024-09-03,2024-09-03 09:04:11.750,card,571,32.82,Cappuccino
2024-09-03,2024-09-03 09:12:48.154,card,572,32.82,Cocoa
2024-09-03,2024-09-03 09:13:33.655,card,572,32.82,Cocoa
2024-09-03,2024-09-03 09:17:02.210,card,385,27.92,Americano with Milk
2024-09-03,2024-09-03 09:20:17.170,card,573,27.92,Americano with Milk
2024-09-03,2024-09-03 09:37:52.322,card,574,32.82,Latte
2024-09-03,2024-09-03 09:38:56.399,card,575,32.82,Cocoa
2024-09-03,2024-09-03 12:56:53.409,card,576,23.02,Cortado
2024-09-03,2024-09-03 14:14:51.711,card,333,27.92,Americano with Milk
2024-09-03,2024-09-03 14:16:17.337,card,333,27.92,Americano with Milk
2024-09-03,2024-09-03 18:48:34.747,card,333,27.92,Americano with Milk
2024-09-03,2024-09-03 19:11:12.312,card,467,32.82,Latte
2024-09-03,2024-09-03 19:17:13.808,card,467,27.92,Americano with Milk
2024-09-04,2024-09-04 11:11:21.574,card,577,27.92,Americano with Milk
2024-09-04,2024-09-04 11:33:36.598,card,510,32.82,Latte
2024-09-04,2024-09-04 11:48:03.543,card,19,23.02,Americano
2024-09-04,2024-09-04 11:55:34.487,card,578,27.92,Americano with Milk
2024-09-04,2024-09-04 12:53:31.320,card,565,32.82,Latte
2024-09-04,2024-09-04 13:03:50.610,card,579,32.82,Latte
2024-09-04,2024-09-04 13:05:16.100,card,579,27.92,Americano with Milk
2024-09-04,2024-09-04 18:03:46.925,card,580,32.82,Cappuccino
2024-09-04,2024-09-04 19:41:41.962,card,97,27.92,Americano with Milk
2024-09-04,2024-09-04 21:19:35.649,card,494,32.82,Latte
2024-09-05,2024-09-05 09:31:17.020,card,385,27.92,Americano with Milk
2024-09-05,2024-09-05 10:28:56.227,card,581,27.92,Americano with Milk
2024-09-05,2024-09-05 11:06:30.599,card,19,23.02,Americano
2024-09-05,2024-09-05 14:00:27.732,card,582,32.82,Latte
2024-09-05,2024-09-05 15:25:12.342,card,583,32.82,Latte
2024-09-05,2024-09-05 16:38:50.385,card,584,23.02,Americano
2024-09-05,2024-09-05 16:39:59.634,card,585,27.92,Americano with Milk
2024-09-05,2024-09-05 17:04:28.905,card,586,32.82,Cappuccino
2024-09-05,2024-09-05 17:05:31.684,card,586,32.82,Cappuccino
2024-09-05,2024-09-05 20:30:14.964,card,587,32.82,Cappuccino
2024-09-05,2024-09-05 20:54:24.429,card,588,23.02,Americano
2024-09-05,2024-09-05 20:55:31.429,card,588,32.82,Cappuccino
2024-09-05,2024-09-05 21:26:28.836,card,40,27.92,Americano with Milk
2024-09-05,2024-09-05 21:27:29.969,card,40,27.92,Americano with Milk
2024-09-06,2024-09-06 08:25:33.870,card,582,32.82,Cappuccino
2024-09-06,2024-09-06 08:34:46.827,card,425,32.82,Latte
2024-09-06,2024-09-06 08:54:41.950,card,589,23.02,Americano
2024-09-06,2024-09-06 09:50:39.949,card,590,18.12,Espresso
2024-09-06,2024-09-06 09:51:52.216,card,590,32.82,Latte
2024-09-06,2024-09-06 10:30:06.049,card,591,32.82,Hot Chocolate
2024-09-06,2024-09-06 11:23:25.390,card,95,18.12,Espresso
2024-09-06,2024-09-06 11:24:29.254,card,467,18.12,Espresso
2024-09-06,2024-09-06 20:00:12.025,card,283,32.82,Latte
2024-09-06,2024-09-06 21:09:31.247,card,507,32.82,Latte
2024-09-07,2024-09-07 08:48:57.014,card,592,32.82,Latte
2024-09-07,2024-09-07 09:52:02.999,card,543,23.02,Cortado
2024-09-07,2024-09-07 09:53:03.575,card,543,23.02,Cortado
2024-09-07,2024-09-07 09:54:41.613,card,593,23.02,Cortado
2024-09-07,2024-09-07 09:57:47.652,card,276,27.92,Americano with Milk
2024-09-07,2024-09-07 09:59:02.310,card,276,27.92,Americano with Milk
2024-09-07,2024-09-07 10:00:19.683,card,141,23.02,Cortado
2024-09-07,2024-09-07 10:22:44.518,card,594,23.02,Americano
2024-09-07,2024-09-07 10:37:52.335,card,595,18.12,Espresso
2024-09-07,2024-09-07 10:40:12.607,card,595,18.12,Espresso
2024-09-07,2024-09-07 10:53:32.221,card,596,32.82,Latte
2024-09-07,2024-09-07 11:18:56.767,card,12,27.92,Americano with Milk
2024-09-07,2024-09-07 11:20:00.022,card,19,23.02,Americano
2024-09-07,2024-09-07 11:20:57.101,card,12,18.12,Espresso
2024-09-07,2024-09-07 15:55:08.533,card,597,32.82,Latte
2024-09-07,2024-09-07 16:20:01.025,card,19,23.02,Americano
2024-09-07,2024-09-07 16:20:59.312,card,12,18.12,Espresso
2024-09-07,2024-09-07 19:35:04.937,card,283,32.82,Cocoa
2024-09-07,2024-09-07 19:36:05.056,card,283,32.82,Latte
2024-09-07,2024-09-07 19:37:15.515,card,283,32.82,Latte
2024-09-07,2024-09-07 20:13:51.672,card,598,32.82,Latte
2024-09-07,2024-09-07 20:14:59.212,card,598,32.82,Latte
2024-09-08,2024-09-08 08:15:40.805,card,141,23.02,Cortado
2024-09-08,2024-09-08 09:18:17.027,card,543,23.02,Cortado
2024-09-08,2024-09-08 09:19:12.416,card,543,23.02,Cortado
2024-09-08,2024-09-08 10:05:56.145,card,543,23.02,Cortado
2024-09-08,2024-09-08 12:43:28.027,card,486,23.02,Cortado
2024-09-08,2024-09-08 20:13:32.864,card,347,23.02,Americano
2024-09-09,2024-09-09 07:51:13.564,card,599,32.82,Latte
2024-09-09,2024-09-09 07:53:51.556,card,582,32.82,Cappuccino
2024-09-09,2024-09-09 07:55:21.584,card,599,27.92,Americano with Milk
2024-09-09,2024-09-09 07:56:37.669,card,570,32.82,Latte
2024-09-09,2024-09-09 09:49:50.704,card,583,32.82,Latte
2024-09-09,2024-09-09 09:50:51.738,card,583,32.82,Hot Chocolate
2024-09-09,2024-09-09 09:59:10.750,card,494,32.82,Latte
2024-09-09,2024-09-09 11:11:36.122,card,600,27.92,Americano with Milk
2024-09-09,2024-09-09 11:12:50.640,card,601,27.92,Americano with Milk
2024-09-09,2024-09-09 11:29:49.243,card,602,32.82,Latte
2024-09-09,2024-09-09 12:06:59.657,card,603,18.12,Espresso
2024-09-09,2024-09-09 15:12:13.766,card,604,32.82,Latte
2024-09-09,2024-09-09 15:13:24.517,card,604,23.02,Americano
2024-09-09,2024-09-09 17:24:10.388,card,605,32.82,Latte
2024-09-09,2024-09-09 18:13:46.320,card,507,32.82,Latte
2024-09-09,2024-09-09 20:07:36.198,card,268,32.82,Cappuccino
2024-09-09,2024-09-09 20:13:43.524,card,606,32.82,Latte
2024-09-10,2024-09-10 08:12:02.450,card,607,32.82,Hot Chocolate
2024-09-10,2024-09-10 09:32:46.786,card,608,32.82,Cappuccino
2024-09-10,2024-09-10 15:21:54.387,card,543,23.02,Cortado
2024-09-10,2024-09-10 15:23:05.946,card,543,23.02,Cortado
2024-09-10,2024-09-10 18:43:41.760,card,609,32.82,Cappuccino
2024-09-10,2024-09-10 18:45:22.624,card,610,27.92,Americano with Milk
2024-09-10,2024-09-10 19:02:43.027,card,611,32.82,Latte
2024-09-10,2024-09-10 19:03:53.257,card,611,32.82,Latte
2024-09-10,2024-09-10 21:29:34.556,card,12,27.92,Americano with Milk
2024-09-10,2024-09-10 21:30:27.036,card,12,23.02,Americano
2024-09-11,2024-09-11 08:47:22.305,card,612,32.82,Latte
2024-09-11,2024-09-11 09:28:46.757,card,97,27.92,Americano with Milk
2024-09-11,2024-09-11 10:52:09.177,card,613,32.82,Latte
2024-09-11,2024-09-11 19:53:12.537,card,614,32.82,Cappuccino
2024-09-11,2024-09-11 20:13:14.887,card,531,27.92,Americano with Milk
2024-09-11,2024-09-11 20:14:18.886,card,531,32.82,Latte
2024-09-11,2024-09-11 20:15:19.350,card,531,32.82,Latte
2024-09-11,2024-09-11 21:01:34.225,card,584,23.02,Cortado
2024-09-12,2024-09-12 10:57:25.619,card,347,18.12,Espresso
2024-09-12,2024-09-12 10:58:19.807,card,347,27.92,Americano with Milk
2024-09-12,2024-09-12 11:27:36.065,card,615,27.92,Americano with Milk
2024-09-12,2024-09-12 12:08:22.158,card,565,32.82,Cappuccino
2024-09-12,2024-09-12 12:31:06.997,card,616,23.02,Cortado
2024-09-12,2024-09-12 12:32:22.981,card,616,23.02,Cortado
2024-09-12,2024-09-12 12:37:20.423,card,141,23.02,Cortado
2024-09-12,2024-09-12 12:38:09.735,card,141,23.02,Cortado
2024-09-12,2024-09-12 17:01:25.224,card,617,32.82,Latte
2024-09-12,2024-09-12 21:09:10.412,card,618,23.02,Americano
2024-09-12,2024-09-12 21:10:21.159,card,618,32.82,Cappuccino
2024-09-12,2024-09-12 21:13:16.808,card,319,23.02,Cortado
2024-09-13,2024-09-13 07:56:53.763,card,570,32.82,Latte
2024-09-13,2024-09-13 08:41:02.985,card,425,32.82,Latte
2024-09-13,2024-09-13 08:54:15.814,card,375,32.82,Latte
2024-09-13,2024-09-13 09:51:19.387,card,619,32.82,Latte
2024-09-13,2024-09-13 15:38:18.869,card,242,27.92,Americano with Milk
2024-09-13,2024-09-13 15:50:53.892,card,552,27.92,Americano with Milk
2024-09-14,2024-09-14 16:29:19.359,card,543,32.82,Cappuccino
2024-09-14,2024-09-14 16:30:16.873,card,543,32.82,Cappuccino
2024-09-15,2024-09-15 08:42:40.941,card,347,18.12,Espresso
2024-09-15,2024-09-15 09:49:38.741,card,620,27.92,Americano with Milk
2024-09-15,2024-09-15 13:49:37.387,card,304,23.02,Americano
2024-09-15,2024-09-15 14:36:19.287,card,141,23.02,Cortado
2024-09-15,2024-09-15 14:37:20.597,card,141,23.02,Cortado
2024-09-15,2024-09-15 14:53:18.708,card,543,32.82,Cappuccino
2024-09-16,2024-09-16 13:32:22.875,card,621,32.82,Latte
2024-09-16,2024-09-16 13:33:36.767,card,584,27.92,Americano with Milk
2024-09-16,2024-09-16 15:23:19.260,card,621,32.82,Latte
2024-09-16,2024-09-16 17:16:05.734,card,622,27.92,Americano with Milk
2024-09-16,2024-09-16 17:18:03.251,card,623,32.82,Latte
2024-09-16,2024-09-16 18:54:45.448,card,624,32.82,Latte
2024-09-16,2024-09-16 18:56:05.275,card,625,32.82,Latte
2024-09-16,2024-09-16 21:10:18.693,card,626,27.92,Americano with Milk
2024-09-16,2024-09-16 21:11:32.500,card,626,32.82,Latte
2024-09-16,2024-09-16 21:37:47.308,card,287,27.92,Americano with Milk
2024-09-16,2024-09-16 21:38:48.666,card,97,27.92,Americano with Milk
2024-09-17,2024-09-17 07:54:57.927,card,627,23.02,Cortado
2024-09-17,2024-09-17 08:09:00.896,card,621,32.82,Latte
2024-09-17,2024-09-17 08:37:37.553,card,276,27.92,Americano with Milk
2024-09-17,2024-09-17 08:42:31.474,card,141,23.02,Cortado
2024-09-17,2024-09-17 09:10:03.755,card,554,32.82,Cappuccino
2024-09-17,2024-09-17 09:11:08.221,card,554,27.92,Americano with Milk
2024-09-17,2024-09-17 09:34:56.760,card,620,27.92,Americano with Milk
2024-09-17,2024-09-17 12:38:33.768,card,628,18.12,Espresso
2024-09-17,2024-09-17 12:39:33.682,card,628,27.92,Americano with Milk
2024-09-17,2024-09-17 12:44:15.152,card,629,32.82,Latte
2024-09-17,2024-09-17 13:54:23.032,card,554,27.92,Americano with Milk
2024-09-17,2024-09-17 13:55:31.241,card,630,23.02,Cortado
2024-09-17,2024-09-17 16:29:37.216,card,554,32.82,Cappuccino
2024-09-17,2024-09-17 16:31:00.716,card,630,32.82,Latte
2024-09-17,2024-09-17 18:54:23.783,card,631,32.82,Hot Chocolate
2024-09-17,2024-09-17 19:00:45.913,card,632,27.92,Americano with Milk
2024-09-17,2024-09-17 19:03:53.274,card,633,27.92,Americano with Milk
2024-09-17,2024-09-17 19:12:47.905,card,634,32.82,Latte
2024-09-17,2024-09-17 19:13:59.742,card,634,27.92,Americano with Milk
2024-09-17,2024-09-17 19:14:59.513,card,634,27.92,Americano with Milk
2024-09-17,2024-09-17 19:31:57.368,card,635,27.92,Americano with Milk
2024-09-17,2024-09-17 22:19:35.981,card,636,32.82,Hot Chocolate
2024-09-17,2024-09-17 22:20:19.450,card,637,32.82,Hot Chocolate
2024-09-18,2024-09-18 14:29:48.898,card,638,32.82,Latte
2024-09-18,2024-09-18 17:34:19.665,card,639,32.82,Latte
2024-09-18,2024-09-18 21:15:38.758,card,40,27.92,Americano with Milk
2024-09-18,2024-09-18 21:18:21.554,card,40,27.92,Americano with Milk
2024-09-19,2024-09-19 08:17:18.665,card,276,27.92,Americano with Milk
2024-09-19,2024-09-19 08:30:29.047,card,627,23.02,Cortado
2024-09-19,2024-09-19 10:01:30.579,card,494,32.82,Latte
2024-09-19,2024-09-19 12:59:33.614,card,4,23.02,Americano
2024-09-19,2024-09-19 13:00:33.616,card,4,27.92,Americano with Milk
2024-09-19,2024-09-19 13:45:42.367,card,640,23.02,Cortado
2024-09-20,2024-09-20 08:34:56.930,card,276,27.92,Americano with Milk
2024-09-20,2024-09-20 09:46:15.400,card,641,27.92,Americano with Milk
2024-09-20,2024-09-20 13:39:55.465,card,333,27.92,Americano with Milk
2024-09-20,2024-09-20 16:03:29.611,card,642,32.82,Latte
2024-09-20,2024-09-20 20:39:23.129,card,643,23.02,Americano
2024-09-20,2024-09-20 21:31:36.580,card,287,27.92,Americano with Milk
2024-09-20,2024-09-20 21:32:43.025,card,287,27.92,Americano with Milk
2024-09-21,2024-09-21 11:01:14.948,card,644,32.82,Latte
2024-09-21,2024-09-21 11:02:13.802,card,644,32.82,Cocoa
2024-09-21,2024-09-21 11:37:47.243,card,543,23.02,Cortado
2024-09-21,2024-09-21 11:38:44.997,card,543,23.02,Cortado
2024-09-21,2024-09-21 15:10:09.368,card,645,32.82,Cappuccino
2024-09-21,2024-09-21 15:36:13.609,card,646,32.82,Latte
2024-09-21,2024-09-21 18:16:28.701,card,507,32.82,Latte
2024-09-21,2024-09-21 18:17:30.686,card,507,32.82,Latte
2024-09-21,2024-09-21 20:29:42.939,card,40,23.02,Americano
2024-09-21,2024-09-21 20:30:38.882,card,40,23.02,Americano
2024-09-21,2024-09-21 20:33:58.175,card,602,32.82,Latte
2024-09-21,2024-09-21 20:35:30.169,card,602,32.82,Latte
2024-09-21,2024-09-21 22:18:46.088,card,647,27.92,Americano with Milk
2024-09-21,2024-09-21 22:19:50.128,card,647,23.02,Americano
2024-09-21,2024-09-21 22:20:48.360,card,647,23.02,Americano
2024-09-22,2024-09-22 08:32:54.172,card,648,23.02,Americano
2024-09-22,2024-09-22 10:12:09.764,card,649,27.92,Americano with Milk
2024-09-22,2024-09-22 10:13:08.586,card,649,32.82,Latte
2024-09-22,2024-09-22 11:06:26.307,card,650,23.02,Cortado
2024-09-22,2024-09-22 11:07:36.380,card,650,23.02,Cortado
2024-09-22,2024-09-22 11:51:59.888,card,651,27.92,Americano with Milk
2024-09-22,2024-09-22 11:55:12.923,card,99,23.02,Americano
2024-09-22,2024-09-22 12:07:20.767,card,276,27.92,Americano with Milk
2024-09-22,2024-09-22 13:28:14.663,card,333,27.92,Americano with Milk
2024-09-22,2024-09-22 13:29:35.917,card,333,27.92,Americano with Milk
2024-09-22,2024-09-22 13:33:34.561,card,510,27.92,Americano with Milk
2024-09-22,2024-09-22 15:34:10.099,card,652,32.82,Latte
2024-09-22,2024-09-22 15:35:24.234,card,652,27.92,Americano with Milk
2024-09-22,2024-09-22 16:25:03.468,card,653,32.82,Cocoa
2024-09-22,2024-09-22 20:19:10.082,card,654,32.82,Latte
2024-09-22,2024-09-22 20:20:35.589,card,654,32.82,Cappuccino
2024-09-22,2024-09-22 20:46:26.208,card,455,27.92,Americano with Milk
2024-09-22,2024-09-22 20:47:35.096,card,455,27.92,Americano with Milk
2024-09-22,2024-09-22 21:07:04.794,card,655,27.92,Americano with Milk
2024-09-22,2024-09-22 21:08:14.798,card,655,27.92,Americano with Milk
2024-09-22,2024-09-22 21:54:04.098,card,637,32.82,Hot Chocolate
2024-09-22,2024-09-22 21:54:54.497,card,637,32.82,Hot Chocolate
2024-09-22,2024-09-22 22:37:02.384,card,656,23.02,Americano
2024-09-22,2024-09-22 22:37:58.406,card,657,27.92,Americano with Milk
2024-09-23,2024-09-23 09:03:36.954,card,276,27.92,Americano with Milk
2024-09-23,2024-09-23 10:04:17.268,card,141,23.02,Cortado
2024-09-23,2024-09-23 12:11:04.352,card,584,23.02,Americano
2024-09-23,2024-09-23 14:08:51.946,card,573,27.92,Americano with Milk
2024-09-23,2024-09-23 17:27:47.591,card,658,32.82,Cappuccino
2024-09-23,2024-09-23 18:48:30.436,card,659,23.02,Americano
2024-09-23,2024-09-23 19:47:21.950,card,507,32.82,Latte
2024-09-23,2024-09-23 20:09:45.867,card,206,32.82,Cappuccino
2024-09-23,2024-09-23 22:13:30.513,card,641,27.92,Americano with Milk
2024-09-23,2024-09-23 22:15:14.958,card,641,27.92,Americano with Milk
2024-09-24,2024-09-24 08:33:32.613,card,276,27.92,Americano with Milk
2024-09-24,2024-09-24 12:23:56.963,card,634,32.82,Latte
2024-09-24,2024-09-24 12:24:54.750,card,634,32.82,Latte
2024-09-24,2024-09-24 12:46:44.403,card,660,32.82,Latte
2024-09-24,2024-09-24 12:47:49.424,card,660,32.82,Latte
2024-09-24,2024-09-24 14:11:39.339,card,661,32.82,Latte
2024-09-24,2024-09-24 14:31:28.741,card,662,23.02,Cortado
2024-09-24,2024-09-24 15:37:23.698,card,510,32.82,Cappuccino
2024-09-24,2024-09-24 16:38:48.296,card,583,32.82,Latte
2024-09-24,2024-09-24 18:43:02.935,card,408,23.02,Americano
2024-09-24,2024-09-24 18:43:54.082,card,408,23.02,Americano
2024-09-24,2024-09-24 20:15:50.396,card,663,32.82,Hot Chocolate
2024-09-24,2024-09-24 21:05:14.190,card,631,32.82,Latte
2024-09-24,2024-09-24 21:06:32.402,card,531,27.92,Americano with Milk
2024-09-24,2024-09-24 21:07:34.965,card,531,27.92,Americano with Milk
2024-09-25,2024-09-25 07:51:21.100,card,664,32.82,Cappuccino
2024-09-25,2024-09-25 11:35:32.533,card,141,23.02,Cortado
2024-09-25,2024-09-25 11:51:15.212,card,665,27.92,Americano with Milk
2024-09-25,2024-09-25 11:52:53.371,card,665,32.82,Latte
2024-09-25,2024-09-25 13:54:51.454,card,666,27.92,Americano with Milk
2024-09-25,2024-09-25 13:55:59.258,card,666,27.92,Americano with Milk
2024-09-25,2024-09-25 17:36:37.182,card,667,27.92,Americano with Milk
2024-09-25,2024-09-25 17:37:31.840,card,667,27.92,Americano with Milk
2024-09-25,2024-09-25 21:34:41.289,card,668,23.02,Americano
2024-09-25,2024-09-25 22:18:51.754,card,475,27.92,Americano with Milk
2024-09-26,2024-09-26 08:43:35.049,card,570,32.82,Latte
2024-09-26,2024-09-26 10:37:06.485,card,333,27.92,Americano with Milk
2024-09-26,2024-09-26 10:55:52.407,card,669,18.12,Espresso
2024-09-26,2024-09-26 11:34:48.571,card,670,32.82,Cappuccino
2024-09-26,2024-09-26 12:48:01.368,card,671,32.82,Latte
2024-09-26,2024-09-26 18:21:55.733,card,672,32.82,Latte
2024-09-26,2024-09-26 22:45:15.081,card,673,32.82,Latte
2024-09-26,2024-09-26 22:46:17.637,card,673,23.02,Cortado
2024-09-26,2024-09-26 22:47:24.867,card,472,27.92,Americano with Milk
2024-09-27,2024-09-27 09:29:45.646,card,276,27.92,Americano with Milk
2024-09-27,2024-09-27 09:33:43.977,card,141,23.02,Cortado
2024-09-27,2024-09-27 09:41:04.732,card,674,32.82,Cappuccino
2024-09-27,2024-09-27 10:46:56.620,card,333,27.92,Americano with Milk
2024-09-27,2024-09-27 11:35:00.282,card,333,27.92,Americano with Milk
2024-09-27,2024-09-27 13:20:31.055,card,675,32.82,Cappuccino
2024-09-27,2024-09-27 13:25:05.272,card,676,32.82,Cappuccino
2024-09-27,2024-09-27 13:28:33.107,card,676,23.02,Americano
2024-09-27,2024-09-27 13:33:52.455,card,677,27.92,Americano with Milk
2024-09-27,2024-09-27 18:07:43.705,card,678,32.82,Latte
2024-09-27,2024-09-27 18:08:58.239,card,678,32.82,Latte
2024-09-27,2024-09-27 18:37:45.891,card,679,32.82,Cappuccino
2024-09-27,2024-09-27 18:40:53.757,card,680,32.82,Cappuccino
2024-09-27,2024-09-27 20:18:13.287,card,408,32.82,Cappuccino
2024-09-27,2024-09-27 20:19:14.319,card,408,32.82,Cappuccino
2024-09-27,2024-09-27 20:58:14.967,card,681,27.92,Americano with Milk
2024-09-28,2024-09-28 08:06:45.469,card,666,27.92,Americano with Milk
2024-09-28,2024-09-28 09:31:14.759,card,682,27.92,Americano with Milk
2024-09-28,2024-09-28 14:25:47.337,card,507,35.76,Latte
2024-09-28,2024-09-28 16:57:20.118,card,683,35.76,Latte
2024-09-28,2024-09-28 17:26:16.704,card,684,30.86,Americano with Milk
2024-09-28,2024-09-28 20:34:31.110,card,445,35.76,Latte
2024-09-28,2024-09-28 20:38:36.502,card,685,35.76,Latte
2024-09-28,2024-09-28 22:16:36.777,card,686,35.76,Cappuccino
2024-09-28,2024-09-28 22:17:29.587,card,686,35.76,Cocoa
2024-09-28,2024-09-28 22:18:16.072,card,687,25.96,Cortado
2024-09-28,2024-09-28 22:19:13.029,card,687,35.76,Hot Chocolate
2024-09-29,2024-09-29 10:48:45.050,card,467,25.96,Americano
2024-09-29,2024-09-29 10:50:05.258,card,172,35.76,Cappuccino
2024-09-29,2024-09-29 10:51:03.253,card,172,35.76,Cappuccino
2024-09-29,2024-09-29 10:52:23.021,card,172,35.76,Cappuccino
2024-09-29,2024-09-29 10:53:42.331,card,333,30.86,Americano with Milk
2024-09-29,2024-09-29 12:35:43.442,card,683,35.76,Latte
2024-09-29,2024-09-29 12:50:58.444,card,141,25.96,Cortado
2024-09-29,2024-09-29 12:54:15.385,card,602,35.76,Latte
2024-09-29,2024-09-29 12:55:21.637,card,688,35.76,Latte
2024-09-29,2024-09-29 18:02:27.296,card,689,35.76,Cappuccino
2024-09-29,2024-09-29 22:31:02.815,card,690,35.76,Latte
2024-09-30,2024-09-30 08:08:47.516,card,141,25.96,Cortado
2024-09-30,2024-09-30 08:58:54.669,card,691,25.96,Cortado
2024-09-30,2024-09-30 09:00:04.917,card,692,35.76,Hot Chocolate
2024-09-30,2024-09-30 10:01:09.168,card,276,30.86,Americano with Milk
2024-09-30,2024-09-30 10:05:18.351,card,141,25.96,Cortado
2024-09-30,2024-09-30 11:32:54.558,card,693,30.86,Americano with Milk
2024-09-30,2024-09-30 16:45:44.460,card,333,30.86,Americano with Milk
2024-09-30,2024-09-30 19:32:18.200,card,507,35.76,Latte
2024-09-30,2024-09-30 19:53:14.092,card,694,30.86,Americano with Milk
2024-09-30,2024-09-30 19:54:17.620,card,694,25.96,Cortado
2024-09-30,2024-09-30 19:59:18.993,card,631,35.76,Latte
2024-09-30,2024-09-30 20:00:42.135,card,531,30.86,Americano with Milk
2024-09-30,2024-09-30 20:01:42.191,card,633,30.86,Americano with Milk
2024-09-30,2024-09-30 21:41:07.527,card,695,30.86,Americano with Milk
2024-10-01,2024-10-01 07:47:08.449,card,696,35.76,Latte
2024-10-01,2024-10-01 09:48:30.777,card,276,30.86,Americano with Milk
2024-10-01,2024-10-01 10:02:26.778,card,333,30.86,Americano with Milk
2024-10-01,2024-10-01 10:03:47.115,card,333,30.86,Americano with Milk
2024-10-01,2024-10-01 11:55:31.853,card,697,30.86,Americano with Milk
2024-10-01,2024-10-01 12:12:48.446,card,698,30.86,Americano with Milk
2024-10-01,2024-10-01 12:14:23.382,card,698,30.86,Americano with Milk
2024-10-01,2024-10-01 14:17:34.957,card,699,25.96,Americano
2024-10-01,2024-10-01 14:18:52.558,card,699,30.86,Americano with Milk
2024-10-01,2024-10-01 16:08:38.999,card,637,35.76,Hot Chocolate
2024-10-01,2024-10-01 16:41:54.481,card,700,25.96,Americano
2024-10-01,2024-10-01 18:08:26.545,card,701,35.76,Latte
2024-10-01,2024-10-01 18:23:11.460,card,702,35.76,Latte
2024-10-01,2024-10-01 18:24:14.252,card,702,35.76,Hot Chocolate
2024-10-01,2024-10-01 20:03:22.143,card,585,35.76,Hot Chocolate
2024-10-02,2024-10-02 07:57:18.793,card,703,35.76,Latte
2024-10-02,2024-10-02 08:42:44.642,card,141,25.96,Cortado
2024-10-02,2024-10-02 09:19:17.053,card,276,30.86,Americano with Milk
2024-10-02,2024-10-02 10:22:01.523,card,375,35.76,Latte
2024-10-02,2024-10-02 10:23:55.272,card,704,30.86,Americano with Milk
2024-10-02,2024-10-02 11:28:53.893,card,705,35.76,Cappuccino
2024-10-02,2024-10-02 15:13:42.142,card,706,35.76,Cappuccino
2024-10-02,2024-10-02 18:31:07.153,card,255,35.76,Hot Chocolate
2024-10-02,2024-10-02 22:18:55.379,card,637,35.76,Hot Chocolate
2024-10-02,2024-10-02 22:19:40.694,card,637,35.76,Hot Chocolate
2024-10-02,2024-10-02 22:20:23.651,card,707,35.76,Hot Chocolate
2024-10-03,2024-10-03 13:47:35.922,card,708,35.76,Cocoa
2024-10-03,2024-10-03 15:12:05.160,card,709,30.86,Americano with Milk
2024-10-03,2024-10-03 20:12:57.761,card,710,25.96,Cortado
2024-10-03,2024-10-03 20:14:04.781,card,710,35.76,Hot Chocolate
2024-10-03,2024-10-03 21:21:06.296,card,637,35.76,Hot Chocolate
2024-10-03,2024-10-03 21:21:46.778,card,637,35.76,Hot Chocolate
2024-10-03,2024-10-03 21:29:03.390,card,711,35.76,Cappuccino
2024-10-03,2024-10-03 21:31:00.451,card,712,35.76,Hot Chocolate
2024-10-04,2024-10-04 08:44:00.873,card,440,25.96,Americano
2024-10-04,2024-10-04 08:45:38.952,card,440,25.96,Americano
2024-10-04,2024-10-04 09:30:22.038,card,4,30.86,Americano with Milk
2024-10-04,2024-10-04 09:31:27.071,card,3,25.96,Americano
2024-10-04,2024-10-04 09:53:58.577,card,650,25.96,Cortado
2024-10-04,2024-10-04 09:55:04.557,card,650,25.96,Cortado
2024-10-04,2024-10-04 17:35:14.809,card,713,35.76,Latte
2024-10-04,2024-10-04 17:42:22.181,card,714,35.76,Hot Chocolate
2024-10-04,2024-10-04 17:44:36.370,card,714,35.76,Cocoa
2024-10-05,2024-10-05 09:00:46.861,card,141,25.96,Cortado
2024-10-05,2024-10-05 09:01:42.669,card,141,25.96,Cortado
2024-10-05,2024-10-05 09:35:44.903,card,715,35.76,Cocoa
2024-10-05,2024-10-05 13:12:13.285,card,206,35.76,Cappuccino
2024-10-05,2024-10-05 20:08:38.058,card,12,25.96,Americano
2024-10-05,2024-10-05 20:09:33.647,card,12,25.96,Americano
2024-10-06,2024-10-06 08:22:56.721,card,141,25.96,Cortado
2024-10-06,2024-10-06 10:05:43.642,card,195,35.76,Cappuccino
2024-10-06,2024-10-06 10:06:47.136,card,195,25.96,Cortado
2024-10-06,2024-10-06 11:55:28.846,card,716,35.76,Latte
2024-10-06,2024-10-06 12:09:03.852,card,665,35.76,Latte
2024-10-06,2024-10-06 12:10:17.343,card,665,35.76,Cappuccino
2024-10-06,2024-10-06 12:11:43.360,card,665,30.86,Americano with Milk
2024-10-06,2024-10-06 13:46:03.675,card,717,25.96,Americano
